timestamp_ms,ref_v,u_v,sensor_v_avg,error,p_term,i_term,d_term,sat
4090500,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4091000,1.7000,0.8401,0.8599,0.84015,0.84015,0.00000,0.00000,0
4091500,1.7000,0.8418,0.8582,0.84176,0.84176,0.00000,0.00000,0
4092000,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4092500,1.7000,0.8426,0.8574,0.84256,0.84256,0.00000,0.00000,0
4093000,1.7000,0.8418,0.8582,0.84176,0.84176,0.00000,0.00000,0
4093500,1.7000,0.8426,0.8574,0.84256,0.84256,0.00000,0.00000,0
4094000,1.7000,0.8426,0.8574,0.84256,0.84256,0.00000,0.00000,0
4094500,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4095000,1.7000,0.8426,0.8574,0.84256,0.84256,0.00000,0.00000,0
4095500,1.7000,0.8434,0.8566,0.84337,0.84337,0.00000,0.00000,0
4096000,1.7000,0.8434,0.8566,0.84337,0.84337,0.00000,0.00000,0
4096500,1.7000,0.8426,0.8574,0.84256,0.84256,0.00000,0.00000,0
4097000,1.7000,0.8442,0.8558,0.84418,0.84418,0.00000,0.00000,0
4097500,1.7000,0.8426,0.8574,0.84256,0.84256,0.00000,0.00000,0
4098000,1.7000,0.8418,0.8582,0.84176,0.84176,0.00000,0.00000,0
4098500,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4099000,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4099500,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4100000,1.7000,0.8385,0.8615,0.83853,0.83853,0.00000,0.00000,0
4100500,1.7000,0.8385,0.8615,0.83853,0.83853,0.00000,0.00000,0
4101000,1.7000,0.8377,0.8623,0.83773,0.83773,0.00000,0.00000,0
4101500,1.7000,0.8377,0.8623,0.83773,0.83773,0.00000,0.00000,0
4102000,1.7000,0.8369,0.8631,0.83692,0.83692,0.00000,0.00000,0
4102500,1.7000,0.8377,0.8623,0.83773,0.83773,0.00000,0.00000,0
4103000,1.7000,0.8377,0.8623,0.83773,0.83773,0.00000,0.00000,0
4103500,1.7000,0.8377,0.8623,0.83773,0.83773,0.00000,0.00000,0
4104000,1.7000,0.8377,0.8623,0.83773,0.83773,0.00000,0.00000,0
4104500,1.7000,0.8385,0.8615,0.83853,0.83853,0.00000,0.00000,0
4105000,1.7000,0.8385,0.8615,0.83853,0.83853,0.00000,0.00000,0
4105500,1.7000,0.8401,0.8599,0.84015,0.84015,0.00000,0.00000,0
4106000,1.7000,0.8393,0.8607,0.83934,0.83934,0.00000,0.00000,0
4106500,1.7000,0.8401,0.8599,0.84015,0.84015,0.00000,0.00000,0
4107000,1.7000,0.8401,0.8599,0.84015,0.84015,0.00000,0.00000,0
4107500,1.7000,0.8401,0.8599,0.84015,0.84015,0.00000,0.00000,0
4108000,1.7000,0.8401,0.8599,0.84015,0.84015,0.00000,0.00000,0
4108500,1.7000,0.8426,0.8574,0.84256,0.84256,0.00000,0.00000,0
4109000,1.7000,0.8418,0.8582,0.84176,0.84176,0.00000,0.00000,0
4109500,1.7000,0.8434,0.8566,0.84337,0.84337,0.00000,0.00000,0
4110000,1.7000,0.8434,0.8566,0.84337,0.84337,0.00000,0.00000,0
4110500,1.7000,0.8434,0.8566,0.84337,0.84337,0.00000,0.00000,0
4111000,1.7000,0.8434,0.8566,0.84337,0.84337,0.00000,0.00000,0
4111500,1.7000,0.8442,0.8558,0.84418,0.84418,0.00000,0.00000,0
4112000,1.7000,0.8442,0.8558,0.84418,0.84418,0.00000,0.00000,0
4112500,1.7000,0.8434,0.8566,0.84337,0.84337,0.00000,0.00000,0
4113000,1.7000,0.8450,0.8550,0.84498,0.84498,0.00000,0.00000,0
4113500,1.7000,0.8426,0.8574,0.84256,0.84256,0.00000,0.00000,0
4114000,1.7000,0.8426,0.8574,0.84256,0.84256,0.00000,0.00000,0
4114500,1.7000,0.8401,0.8599,0.84015,0.84015,0.00000,0.00000,0
4115000,1.7000,0.8393,0.8607,0.83934,0.83934,0.00000,0.00000,0
4115500,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4116000,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4116500,1.7000,0.8418,0.8582,0.84176,0.84176,0.00000,0.00000,0
4117000,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4117500,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4118000,1.7000,0.8401,0.8599,0.84015,0.84015,0.00000,0.00000,0
4118500,1.7000,0.8401,0.8599,0.84015,0.84015,0.00000,0.00000,0
4119000,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4119500,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4120000,1.7000,0.8418,0.8582,0.84176,0.84176,0.00000,0.00000,0
4120500,1.7000,0.8393,0.8607,0.83934,0.83934,0.00000,0.00000,0
4121000,1.7000,0.8385,0.8615,0.83853,0.83853,0.00000,0.00000,0
4121500,1.7000,0.8393,0.8607,0.83934,0.83934,0.00000,0.00000,0
4122000,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4122500,1.7000,0.8401,0.8599,0.84015,0.84015,0.00000,0.00000,0
4123000,1.7000,0.8401,0.8599,0.84015,0.84015,0.00000,0.00000,0
4123500,1.7000,0.8418,0.8582,0.84176,0.84176,0.00000,0.00000,0
4124000,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4124500,1.7000,0.8418,0.8582,0.84176,0.84176,0.00000,0.00000,0
4125000,1.7000,0.8418,0.8582,0.84176,0.84176,0.00000,0.00000,0
4125500,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4126000,1.7000,0.8418,0.8582,0.84176,0.84176,0.00000,0.00000,0
4126500,1.7000,0.8401,0.8599,0.84015,0.84015,0.00000,0.00000,0
4127000,1.7000,0.8401,0.8599,0.84015,0.84015,0.00000,0.00000,0
4127500,1.7000,0.8410,0.8590,0.84095,0.84095,0.00000,0.00000,0
4128000,1.7000,0.8385,0.8615,0.83853,0.83853,0.00000,0.00000,0
4128500,1.7000,0.8369,0.8631,0.83692,0.83692,0.00000,0.00000,0
4129000,1.7000,0.8377,0.8623,0.83773,0.83773,0.00000,0.00000,0
4129500,1.7000,0.8377,0.8623,0.83773,0.83773,0.00000,0.00000,0
